Date,Open,High,Low,Close,Adj Close,Volume,,,,mean,,MAM
19-02-14,20440,20480,20220,20250,19696.41992,38708,,,,,,
20-02-14,20190,20280,20080,20250,19696.41992,77814,,,,,,
23-02-14,20300,20320,20070,20070,19521.33594,22008,,,,,,
24-02-14,20060,20180,20040,20110,19560.23828,57466,,,,,,
25-02-14,20220,20220,19910,19920,19375.43164,40695,,,,,,
26-02-14,20220,20220,19910,19920,19375.43164,40695,,,,,,
27-02-14,20100,20150,19900,20010,19462.97656,168898,,,,,,
02-03-14,20030,20350,19970,20200,19647.78516,37647,,,,,,
03-03-14,20200,20210,19980,20110,19560.23828,26610,,,,,,
04-03-14,20280,20480,20120,20400,19842.31055,66998,,,,,,
05-03-14,20480,20550,20330,20340,19783.94922,21638,,,,,,
06-03-14,20400,20540,20170,20370,19813.13281,33862,,,,,,
09-03-14,20400,20580,20380,20490,19929.85156,35888,,,,,,
10-03-14,20490,20490,20300,20440,19881.21875,30573,,,,,,
11-03-14,20440,20440,20280,20430,19871.49219,32478,,,,,,
12-03-14,20410,20590,20230,20590,20027.12305,21067,,,,,,
13-03-14,20670,20970,20670,20970,20396.73438,74992,,,,,,
17-03-14,20970,21250,20860,21140,20562.09375,40724,,,,,,
18-03-14,21140,21350,20980,21340,20756.61914,48355,,,,,,
19-03-14,21100,21100,20480,20790,20221.65625,94419,,,,,,
20-03-14,21040,21150,20800,20800,20231.38281,81485,,,,,,
23-03-14,21040,21340,20940,21310,20727.4375,29152,,,,,,
24-03-14,21310,21390,20850,20920,20348.10352,44180,,,,,,
25-03-14,21040,21390,21000,21230,20649.62109,43186,,,,,,
26-03-14,21120,21420,21120,21350,20795.73047,46488,,,,,,
27-03-14,21500,21680,21120,21350,20795.73047,150281,,,,,,
30-03-14,21120,21470,21110,21230,20678.8457,20390,,,,,,
31-03-14,21230,21450,21230,21230,20678.8457,35365,,,,,,
01-04-14,21000,21250,20900,21090,20542.47852,28393,,,,,,
02-04-14,21160,21390,20950,20960,20415.85352,51456,,,,,,
03-04-14,21110,21400,21000,21400,20844.43164,59898,,,,,,
06-04-14,21800,21830,21600,21760,21195.08398,0,,,,,,
07-04-14,21800,21900,21600,21810,21243.79102,68625,,,,,,
08-04-14,22010,22300,21820,22170,21594.45117,132420,,,,,,
09-04-14,22050,22080,21700,21730,21165.86133,83858,,,,,,
10-04-14,21420,21660,21210,21400,20844.43164,166990,,,,,,
13-04-14,20800,21090,20700,20950,20406.11133,65559,,,,,,
16-04-14,20900,21040,20860,20970,20425.59766,54641,,,,,,
17-04-14,20910,21100,20720,20780,20240.5332,38754,,,,,,
22-04-14,20900,21020,20660,20860,20318.45313,51207,,,,,,
23-04-14,21080,21120,20710,20800,20260.01172,91619,,,,,,
24-04-14,20790,20930,20630,20690,20152.86523,177645,,,,,,
27-04-14,20610,20970,20590,20910,20367.14844,27377,,,,,,
28-04-14,20890,20930,20800,20850,20308.70703,52892,,,,,,
29-04-14,20680,20760,20550,20600,20065.20117,107200,,,,,,
30-04-14,20520,20640,20410,20410,19880.13086,98346,,,,,,
01-05-14,20300,20450,20250,20400,19870.39063,33777,,,,,,
04-05-14,20310,20790,20290,20700,20162.60156,27209,,,,,,
07-05-14,20680,20970,20560,20800,20260.01172,144928,,,,,,
08-05-14,20900,20990,20800,20990,20445.07617,58290,,,,,,
11-05-14,20990,21090,20900,21070,20522.99805,39842,,,,,,
12-05-14,21050,21350,20920,21250,20698.32422,57877,,,,,,
13-05-14,21450,21510,21300,21320,20766.50781,65342,,,,,,
14-05-14,21270,21270,20800,20940,20396.37891,37927,,,,,,
15-05-14,20930,21240,20850,20850,20308.70703,50463,,,,,,
18-05-14,20850,21210,20850,21070,20522.99805,16493,,,,,,
19-05-14,21090,21300,21070,21220,20669.10156,38111,,,,,,
20-05-14,21080,21400,21080,21400,20844.43164,59959,,,,,,
21-05-14,21350,21470,21230,21290,20737.28711,39142,,,,,,
22-05-14,21040,21310,21040,21310,20756.76953,43677,,,,,,
25-05-14,21310,21390,21310,21340,20785.99219,10067,,,,,,
26-05-14,21320,21690,21300,21550,20990.53711,18488,,,,,,
27-05-14,21510,21780,21450,21770,21236.36523,48400,,,,,,
28-05-14,21950,22000,21500,21530,21002.24219,46929,,,,,,
29-05-14,21530,21710,21460,21710,21177.83203,95859,,,,,,
01-06-14,21690,21890,21680,21750,21216.85547,9707,,,,,,
02-06-14,21740,21750,21560,21650,21119.30273,23605,,,,,,
05-06-14,21820,21920,21750,21810,21275.38477,66989,,,,,,
08-06-14,22050,22200,22050,22200,21655.81836,24180,,,,,,
09-06-14,22190,22480,22150,22320,21772.87891,53741,,,,,,
10-06-14,22390,22400,22060,22150,21607.04492,20726,,,,,,
11-06-14,22200,22250,21830,22040,21499.73438,33477,,,,,,
12-06-14,22040,22150,21680,21680,21148.56641,143970,,,,,,
15-06-14,21600,21750,21500,21660,21129.05469,19162,,,,,,
16-06-14,21550,21760,21530,21670,21138.81055,26384,,,,,,
17-06-14,21650,21780,21610,21680,21148.56641,17092,,,,,,
18-06-14,21660,21700,21370,21480,20953.46875,35641,,,,,,
19-06-14,21550,21630,21130,21340,20816.90234,80441,,,,,,
22-06-14,21340,21680,21340,21580,21051.02148,12625,,,,,,
23-06-14,21570,21740,21250,21380,20855.92383,75677,,,,,,
24-06-14,21300,21510,21220,21460,20933.95703,28967,,,,,,
25-06-14,21470,21470,21190,21320,20797.39258,24905,,,,,,
26-06-14,21250,21320,21010,21050,20534.00586,111684,,,,,,
29-06-14,21000,21000,20770,20920,20407.19531,17440,,,,,,
30-06-14,20860,21120,20820,21120,20602.29883,54388,,,,,,
01-07-14,21140,21140,20850,20900,20387.6875,27451,,,,,,
02-07-14,20840,20900,20650,20650,20143.8125,31532,,,,,,
03-07-14,20480,20910,20440,20850,20338.91211,85534,,,,,,
06-07-14,20700,20850,20590,20640,20134.06445,12944,,,,,,
07-07-14,20660,20660,20360,20420,19919.45117,38082,,,,,,
08-07-14,20410,20590,20330,20440,19938.96289,44788,,,,,,
09-07-14,20490,20870,20490,20620,20114.54883,51299,,,,,,
10-07-14,20550,20650,20450,20650,20143.8125,74141,,,,,,
13-07-14,20870,21150,20820,21120,20602.29883,22474,,,,,,
14-07-14,21120,21360,21110,21280,20758.375,27743,,,,,,
15-07-14,21220,21280,20960,20990,20475.47656,41200,,,,,,
16-07-14,21130,21470,21060,21360,20836.41602,45284,,,,,,
17-07-14,21360,21450,21300,21410,20885.18359,63188,,,,,,
20-07-14,21500,21640,21380,21520,20992.48828,45351,,,,,,
21-07-14,21520,21790,21440,21640,21109.54297,19736,,,,,,
22-07-14,21900,21970,21580,21670,21138.81055,114218,,,,,,
23-07-14,21640,21700,21450,21590,21060.77344,46320,,,,,,
24-07-14,21650,21660,21400,21550,21021.75391,92630,,,,,,
27-07-14,21590,21670,21440,21550,21021.75391,24061,,,,,,
28-07-14,21680,21680,21360,21400,20875.43164,51565,,,,,,
29-07-14,21430,21610,21400,21570,21041.26172,22278,,,,,,
30-07-14,21550,21600,21440,21560,21031.50781,16884,,,,,,
31-07-14,21560,21580,21310,21510,20982.73242,44308,,,,,,
03-08-14,21430,21640,21430,21470,20943.7168,14742,,,,,,
04-08-14,21490,21690,21360,21530,21002.24219,31366,,,,,,
06-08-14,21360,21560,21300,21480,20953.46875,69499,,,,,,
07-08-14,21480,21490,21160,21160,20641.31641,42556,,,,,,
10-08-14,null,null,null,null,null,null,,,,,,
11-08-14,21140,21190,21020,21170,20651.06836,36041,,,,,,
12-08-14,21170,21170,21170,21170,20651.06836,0,,,,,,
13-08-14,21190,21390,21160,21380,20855.92383,15846,,,,,,
14-08-14,21270,21270,20890,21010,20494.98633,50342,,,,,,
17-08-14,20950,21010,20830,20880,20368.17773,9699,,,,,,
18-08-14,20870,20920,20530,20660,20153.57227,47209,,,,,,
19-08-14,20550,20740,20550,20690,20214.14063,68455,,,,,,
20-08-14,20680,20730,20420,20440,19969.89063,45475,,,,,,
21-08-14,20440,20700,20440,20600,20126.21484,41126,,,,,,
24-08-14,20660,20660,20510,20600,20126.21484,13162,,,,,,
25-08-14,20650,20800,20560,20750,20272.76758,46394,,,,,,
26-08-14,21080,21080,21080,21080,20595.17578,52288,,,,,,
27-08-14,21080,21300,21080,21270,20780.80273,101132,,,,,,
28-08-14,21380,21380,20910,21270,20780.80273,109322,,,,,,
31-08-14,21220,21330,21170,21230,20741.72461,14780,,,,,,
01-09-14,21250,21370,21100,21300,20810.11328,59583,,,,,,
02-09-14,21300,21470,21280,21340,20849.19922,50309,,,,,,
03-09-14,21300,21450,21300,21400,20907.81641,33566,,,,,,
04-09-14,21400,21430,21320,21400,20907.81641,36334,,,,,,
07-09-14,21530,21670,21520,21640,21142.29102,19783,,,,,,
08-09-14,21640,21700,21550,21700,21200.91406,27738,,,,,,
09-09-14,21600,21720,21540,21650,21152.0625,41361,,,,,,
10-09-14,21690,21800,21450,21700,21200.91406,154932,,,,,,
11-09-14,21800,21980,21730,21910,21406.08789,55014,,,,,,
14-09-14,21910,21930,21730,21900,21396.31641,41974,,,,,,
15-09-14,21900,22190,21760,22190,21679.64453,34166,,,,,,
16-09-14,22170,22200,21990,22200,21689.41406,23386,,,,,,
17-09-14,22120,22340,22110,22270,21757.80273,34111,,,,,,
18-09-14,22330,22330,22060,22170,21660.10352,69455,,,,,,
21-09-14,22280,22280,22170,22240,21728.49414,38399,,,,,,
22-09-14,22100,22450,22040,22310,21796.88672,62493,,,,,,
23-09-14,22150,22600,22150,22520,22002.05859,109427,,,,,,
28-09-14,22450,22830,22440,22650,22129.06836,22876,,,,,,
29-09-14,22630,22640,22400,22610,22089.98438,32178,,,,,,
30-09-14,22650,22910,22650,22840,22314.69727,65503,,,,,,
01-10-14,22870,23100,22770,22910,22383.08789,54875,,,,,,
02-10-14,22910,22910,22910,22910,22383.08789,54875,,,,,,
05-10-14,23210,23480,23210,23460,22920.43945,13275,,,,,,
06-10-14,23500,23640,23150,23150,22617.5625,68098,,,,,,
07-10-14,23280,23420,23210,23290,22754.34961,75316,,,,,,
12-10-14,23290,23290,23290,23290,22754.34961,0,,,,,,
13-10-14,23110,23480,23030,23220,22685.95508,22345,,,,,,
14-10-14,23220,23300,23050,23250,22715.26367,54744,,,,,,
19-10-14,23180,23180,22700,22800,22275.61523,45468,,,,,,
20-10-14,22460,22960,22300,22780,22256.07422,70582,,,,,,
21-10-14,22710,22960,22610,22940,22412.39648,39427,,,,,,
22-10-14,23100,23100,22630,22720,22197.45703,26650,,,,,,
23-10-14,22700,22840,22650,22810,22285.38281,28606,,,,,,
26-10-14,22830,22960,22780,22820,22295.16016,10164,,,,,,
27-10-14,22630,22990,22590,22910,22383.08789,28479,,,,,,
28-10-14,22880,23110,22530,22680,22158.37891,26421,,,,,,
29-10-14,22700,23150,22700,22850,22324.46875,28565,,,,,,
30-10-14,22670,22950,22540,22820,22295.16016,173515,,,,,,
02-11-14,22970,23070,22800,22990,22461.24609,22442,,,,,,
03-11-14,22990,23010,22660,22880,22353.77148,46794,,,,,,
04-11-14,22800,22800,22260,22330,21816.42773,64122,,,,,,
05-11-14,22330,22510,22070,22180,21669.875,52319,,,,,,
06-11-14,22100,22650,22020,22530,22011.82813,46822,,,,,,
09-11-14,22700,22960,22620,22780,22256.07422,18123,,,,,,
10-11-14,22820,22820,22310,22310,21796.88672,27733,,,,,,
11-11-14,22290,22520,22260,22350,21835.96289,38116,,,,,,
12-11-14,22330,22710,22240,22540,22021.59766,25029,,,,,,
13-11-14,22410,22910,22410,22530,22011.82813,43158,,,,,,
16-11-14,22600,22830,22570,22680,22158.37891,12016,,,,,,
17-11-14,22640,22710,22270,22430,21914.125,34671,,,,,,
18-11-14,22360,22470,22230,22300,21787.12109,26494,,,,,,
19-11-14,22150,22500,22140,22380,21865.26953,30674,,,,,,
20-11-14,22400,22600,22280,22580,22060.67188,88546,,,,,,
23-11-14,22510,22540,22420,22480,21962.97656,17418,,,,,,
24-11-14,22480,22840,22410,22660,22138.8418,37505,,,,,,
25-11-14,22460,22650,22220,22580,22091.87109,44999,,,,,,
26-11-14,22510,22950,22490,22720,22228.8457,41692,,,,,,
27-11-14,22720,22750,22540,22590,22101.6543,89866,,,,,,
30-11-14,22590,22970,22430,22950,22453.87109,15959,,,,,,
01-12-14,22740,22740,22740,22740,22248.41797,52990,,,,,,
02-12-14,22900,22900,22900,22900,22404.95703,49774,,,,,,
03-12-14,22920,22920,22920,22920,22424.52344,47954,,,,,,
04-12-14,22900,23100,22750,22820,22326.68164,41683,,,,,,
07-12-14,23080,23200,22980,23110,22610.41992,25961,,,,,,
08-12-14,23180,23180,22690,22790,22297.33594,30291,,,,,,
09-12-14,22610,22790,22470,22590,22101.6543,61381,,,,,,
10-12-14,22490,22650,22310,22370,21886.41016,27163,,,,,,
11-12-14,22370,22800,22260,22800,22307.11914,58765,,,,,,
14-12-14,22800,23000,22610,22810,22316.90234,50746,,,,,,
15-12-14,22810,23110,22660,22660,22170.13672,42054,,,,,,
16-12-14,22600,22760,22140,22410,21925.54492,42911,,,,,,
17-12-14,22500,22690,22350,22610,22121.22852,47029,,,,,,
18-12-14,22510,22940,22360,22460,21974.4668,65259,,,,,,
21-12-14,22240,22520,22240,22450,21964.6875,36954,,,,,,
22-12-14,22420,22520,22300,22520,22033.16797,25311,,,,,,
23-12-14,22600,22980,22510,22900,22404.95703,85346,,,,,,
24-12-14,22900,23340,22600,23210,22708.25391,57921,,,,,,
25-12-14,23210,23440,23190,23380,22874.57617,77725,,,,,,
28-12-14,23440,24100,23440,24040,23520.30664,36113,,,,,,
29-12-14,24040,24170,24010,24140,23618.15234,35772,,,,,,
30-12-14,24200,24270,24010,24170,23647.50195,58786,,,,,,
31-12-14,24210,24230,23800,23800,23285.50391,61677,,,,,,
01-01-15,23680,23680,23540,23670,23158.30664,41851,,,,,,
04-01-15,23700,24170,23700,24020,23500.74023,29447,,,,,,
05-01-15,24170,24950,24160,24850,24312.80469,74605,,,,,,
06-01-15,24800,25130,24430,24440,23911.66211,82251,,,,,,
07-01-15,24140,24640,24140,24220,23696.41797,49934,,,,,,
08-01-15,24050,24200,23890,23900,23383.33594,66382,,,,,,
11-01-15,24000,24360,24000,24300,23774.69336,19973,,,,,,
12-01-15,24300,24610,24270,24350,23823.60156,55149,,,,,,
13-01-15,24350,24560,24150,24210,23686.63867,51997,,,,,,
14-01-15,24250,24770,24250,24680,24146.47852,63064,,,,,,
15-01-15,24920,24950,24500,24700,24166.04492,58331,,,,,,
18-01-15,24650,24740,24430,24710,24175.82422,27052,,,,,,
19-01-15,24710,24770,24470,24630,24097.5625,33697,,,,,,
20-01-15,24470,24990,24440,24840,24303.01953,33387,,,,,,
21-01-15,24660,24770,24520,24550,24019.28711,38964,,,,,,
22-01-15,24650,24900,24620,24750,24214.96289,54401,,,,,,
25-01-15,24610,24620,24320,24450,23921.44531,40289,,,,,,
26-01-15,24200,24530,24120,24380,23852.95898,68606,,,,,,
27-01-15,24260,24430,24120,24140,23618.15234,96790,,,,,,
28-01-15,24270,24370,23900,24240,23715.98438,16792,,,,,,
29-01-15,24290,24500,24010,24200,23676.85352,107994,,,,,,
01-02-15,24200,24470,24200,24440,23911.66211,45062,,,,,,
02-02-15,24440,24620,24250,24600,24068.20703,29150,,,,,,
03-02-15,24430,24760,24310,24590,24058.42188,33556,,,,,,
04-02-15,24660,24850,24620,24650,24117.125,26895,,,,,,
05-02-15,24550,24950,24260,24260,23735.55273,51756,,,,,,
08-02-15,24260,24570,24260,24450,23921.44531,15436,,,,,,
09-02-15,24450,24570,24230,24240,23715.98438,33669,,,,,,
10-02-15,24360,24650,24280,24500,23970.36523,28193,,,,,,
11-02-15,24510,24640,24220,24220,23696.41797,46191,,,,,,
12-02-15,24130,24330,24010,24110,23588.79688,121348,,,,,,
15-02-15,24240,24360,24140,24150,23627.93359,47802,,,,,,
16-02-15,24120,24390,23970,24300,23774.69336,21817,,,,,,
17-02-15,24380,24580,24290,24500,23970.36523,39662,,,,,,
18-02-15,24500,24590,24120,24210,23686.63867,27836,,,,,,
19-02-15,24210,24630,24210,24610,24077.98828,47446,,,,,,
22-02-15,24820,25660,24750,25660,25105.28711,57219,,,,,,
23-02-15,25660,25690,25000,25200,24655.23438,103910,,,,,,
24-02-15,25280,25640,25220,25550,24997.66211,26907,,,,,,
25-02-15,25570,25640,25170,25400,24850.90625,49364,,,,,,
26-02-15,25400,25550,25090,25550,24997.66211,94190,,,,,,
01-03-15,25550,26390,25550,26280,25711.88672,63522,,,,,,
02-03-15,26260,26260,25790,25920,25359.66992,37587,,,,,,
03-03-15,25750,25870,25160,25320,24772.63477,57791,,,,,,
04-03-15,25420,25650,25300,25300,24753.07227,46635,,,,,,
08-03-15,25420,25750,25320,25500,24948.74609,35491,,,,,,
09-03-15,25600,26070,25450,25960,25398.80469,50827,,,,,,
10-03-15,25940,26330,25940,26250,25682.53125,59672,,,,,,
11-03-15,26250,27700,26080,26830,26249.99805,126019,,,,,,
12-03-15,26950,27310,26900,27180,26592.42773,141385,,,,,,
15-03-15,27160,27990,27150,27450,26856.5957,45833,,,,,,
16-03-15,27500,27840,27500,27750,27150.10938,49510,,,,,,
18-03-15,27770,28430,27260,28360,27781.96289,59576,,,,,,
19-03-15,28500,29040,28400,28620,28037.01172,105561,,,,,,
22-03-15,28910,29290,28880,29130,28536.62109,56927,,,,,,
23-03-15,29130,29170,28400,28970,28379.88086,99532,,,,,,
24-03-15,28770,28770,28120,28120,27547.19141,102172,,,,,,
25-03-15,27860,28460,27430,28300,27723.52148,103022,,,,,,
26-03-15,27920,28140,27760,27820,27253.30078,185655,,,,,,
29-03-15,28080,28750,28020,28750,28164.35938,34247,,,,,,
30-03-15,28850,29290,28760,28800,28213.3457,78258,,,,,,
31-03-15,28800,28950,28570,28640,28056.59961,53918,,,,,,
01-04-15,28890,29340,28710,29150,28556.21484,46784,,,,,,
02-04-15,29180,29410,29000,29390,28791.31836,51765,,,,,,
05-04-15,29300,29340,29050,29240,28644.37695,19606,,,,,,
06-04-15,29250,29420,29120,29120,28526.82422,22837,,,,,,
07-04-15,29250,29440,29180,29290,28693.35742,26157,,,,,,
08-04-15,29250,29300,29060,29230,28634.57813,23199,,,,,,
12-04-15,29010,29230,28810,28810,28223.13867,65568,,,,,,
13-04-15,28810,29390,28810,29330,28732.54688,57215,,,,,,
14-04-15,29850,30280,29840,29920,29310.5293,72795,,,,,,
15-04-15,29980,31340,29980,30860,30231.38086,131313,,,,,,
16-04-15,31210,31360,30730,31060,30427.30664,80239,,,,,,
19-04-15,31130,31800,31100,31610,30966.10352,78672,,,,,,
20-04-15,31610,32470,31500,32380,31720.41992,100592,,,,,,
21-04-15,32380,32570,31530,31750,31103.24805,221808,,,,,,
26-04-15,31750,31800,31080,31250,30613.43945,80047,,,,,,
27-04-15,31250,31250,30520,30810,30182.39844,109425,,,,,,
28-04-15,30790,31240,30500,30900,30270.5625,79317,,,,,,
29-04-15,30990,31190,30390,30420,29800.33984,46413,,,,,,
30-04-15,30270,30670,30250,30590,29966.87891,98003,,,,,,
03-05-15,30590,30800,30100,30400,29780.75195,33656,,,,,,
04-05-15,30590,30970,30250,30920,30290.15625,96682,,,,,,
05-05-15,30970,31060,30400,30840,30211.78906,66494,,,,,,
06-05-15,30840,30840,30240,30240,29624.01172,52091,,,,,,
07-05-15,30240,30250,29360,29920,29310.5293,89595,,,,,,
10-05-15,30220,30880,30200,30760,30133.41406,50579,,,,,,
11-05-15,31000,31270,30710,30890,30260.76953,62891,,,,,,
12-05-15,30600,30690,30100,30200,29584.82227,37518,,,,,,
13-05-15,30160,30490,30040,30450,29829.73242,48648,,,,,,
14-05-15,30400,30780,30020,30290,29672.99219,45149,,,,,,
17-05-15,30290,30600,30290,30430,29810.14453,29667,,,,,,
18-05-15,30570,30730,29520,29610,29006.83594,74686,,,,,,
19-05-15,29770,30000,28980,29250,28654.17969,168164,,,,,,
20-05-15,29420,29730,29360,29570,28967.65234,65759,,,,,,
21-05-15,29740,30320,29700,30170,29555.43164,141660,,,,,,
25-05-15,30170,30400,29580,29580,28977.44727,82927,,,,,,
26-05-15,29580,29850,29010,29010,28419.06055,52352,,,,,,
27-05-15,28800,29420,28640,28760,28208.19141,70964,,,,,,
28-05-15,28720,28980,28300,28380,27835.48047,172052,,,,,,
31-05-15,28200,28800,28020,28680,28129.71875,65496,,,,,,
01-06-15,28750,29110,28750,29060,28502.43164,49682,,,,,,
02-06-15,29300,29600,29280,29310,28747.63672,46654,,,,,,
03-06-15,29310,29580,29090,29110,28551.47461,33052,,,,,,
04-06-15,29010,29250,28720,28910,28355.30469,58920,,,,,,
07-06-15,28990,29720,28920,29700,29130.15039,34093,,,,,,
08-06-15,29800,30270,29750,30090,29512.66992,63861,,,,,,
09-06-15,30200,30250,29660,29890,29316.50781,57488,,,,,,
10-06-15,29890,30110,29530,29700,29130.15039,34701,,,,,,
11-06-15,29850,30000,29570,29880,29306.70508,70699,,,,,,
14-06-15,30140,30220,30050,30200,29620.55859,63852,,,,,,
15-06-15,30140,30230,29460,29480,28914.37695,44864,,,,,,
16-06-15,29240,29690,29240,29400,28835.91016,46886,,,,,,
17-06-15,29500,29670,29410,29670,29100.72656,18444,,,,,,
18-06-15,29670,30050,29260,29700,29130.15039,76421,,,,,,
21-06-15,29900,30090,29900,30010,29434.19922,25106,,,,,,
22-06-15,30300,30390,29830,29890,29316.50781,59226,,,,,,
23-06-15,30030,30190,29730,29750,29179.19336,99992,,,,,,
24-06-15,29860,29970,29520,29520,28953.60742,53404,,,,,,
25-06-15,29360,29600,29330,29520,28953.60742,156797,,,,,,
28-06-15,29150,29270,28800,28850,28296.46094,32266,,,,,,
29-06-15,28790,29210,28520,29050,28492.62695,43763,,,,,,
30-06-15,29050,29640,28970,29640,29071.30469,58268,,,,,,
01-07-15,29600,29920,29600,29700,29130.15039,30253,,,,,,
02-07-15,29830,30230,29770,30000,29424.39453,102928,,,,,,
05-07-15,30050,30080,29820,29840,29267.46875,11490,,,,,,
06-07-15,29770,29900,29280,29430,28865.33398,48796,,,,,,
07-07-15,29600,29800,29510,29600,29032.07227,47963,,,,,,
08-07-15,29400,29790,29350,29460,28894.75977,56377,,,,,,
09-07-15,29470,29790,29460,29520,28953.60742,60409,,,,,,
12-07-15,29700,29850,29660,29850,29277.27539,15453,,,,,,
13-07-15,30140,30300,29910,30030,29453.82422,69106,,,,,,
14-07-15,30030,30230,29810,30010,29434.19922,54916,,,,,,
15-07-15,30010,30270,30010,30200,29620.55859,40098,,,,,,
16-07-15,30300,30300,30150,30220,29640.17383,36348,,,,,,
19-07-15,30300,30500,30300,30450,29865.76367,25624,,,,,,
20-07-15,30520,31570,30520,31410,30807.34375,81430,,,,,,
21-07-15,31670,31880,31410,31500,30895.61523,52886,,,,,,
22-07-15,31630,31870,31550,31840,31229.09375,44506,,,,,,
23-07-15,32000,32240,31550,31700,31091.78125,70712,,,,,,
27-07-15,31700,31700,30830,31000,30405.21484,96029,,,,,,
28-07-15,31220,31220,30750,31180,30581.75391,30508,,,,,,
29-07-15,31110,31200,30520,30540,29954.03516,31546,,,,,,
30-07-15,30800,31140,30680,31140,30542.52148,117837,,,,,,
02-08-15,30920,31250,30920,31250,30650.41602,12551,,,,,,
03-08-15,31250,31870,31110,31800,31189.85938,40039,,,,,,
04-08-15,31950,32000,31310,31520,30915.22852,36394,,,,,,
05-08-15,31600,32170,31600,32170,31552.76172,47907,,,,,,
06-08-15,32170,32680,32040,32680,32052.97656,67478,,,,,,
09-08-15,32580,32620,32360,32410,31788.1543,40881,,,,,,
10-08-15,32510,32590,32180,32520,31896.04297,66294,,,,,,
11-08-15,32400,32480,31700,31820,31209.47852,72773,,,,,,
12-08-15,31520,31690,31010,31110,30513.10156,94434,,,,,,
13-08-15,31350,31600,31340,31510,30905.42188,69939,,,,,,
16-08-15,31520,31710,31420,31430,30826.96289,24975,,,,,,
17-08-15,31500,31780,31130,31160,30562.14063,75666,,,,,,
18-08-15,31170,31850,31160,31800,31189.85938,37257,,,,,,
19-08-15,31710,31780,31600,31640,31033.29297,31033,,,,,,
20-08-15,31600,31720,31160,31530,30925.40039,54557,,,,,,
23-08-15,30920,30990,29720,29910,29370.92773,62314,,,,,,
24-08-15,28710,29020,27200,28450,27937.24414,145271,,,,,,
25-08-15,28620,30190,28620,29790,29253.0957,93401,,,,,,
26-08-15,29540,29780,29210,29440,28909.4043,58226,,,,,,
27-08-15,29600,30100,29600,30000,29459.31055,147800,,,,,,
30-08-15,30180,30600,29900,29940,29400.39063,23929,,,,,,
31-08-15,29490,30160,29340,30160,29616.42188,78539,,,,,,
01-09-15,30000,30080,29510,30080,29537.86523,79598,,,,,,
02-09-15,30190,31140,29740,30860,30303.80664,57910,,,,,,
03-09-15,30990,31150,30460,30630,30077.95313,42099,,,,,,
06-09-15,30850,31300,30710,31300,30735.87891,18786,,,,,,
07-09-15,31350,31700,30920,30930,30372.55078,46697,,,,,,
08-09-15,31400,31480,30940,31000,30441.28906,69487,,,,,,
09-09-15,31500,31560,30650,30690,30136.87109,62957,,,,,,
10-09-15,30610,30850,30050,30200,29655.70898,100174,,,,,,
16-09-15,30500,30580,29600,29750,29213.8125,44912,,,,,,
17-09-15,29890,29900,29260,29300,28771.92969,66954,,,,,,
20-09-15,29300,29540,29100,29260,28732.64453,24732,,,,,,
21-09-15,29270,29570,29200,29400,28870.125,44915,,,,,,
24-09-15,29260,29550,28600,28650,28133.63477,145265,,,,,,
29-09-15,28300,29470,28300,29400,28870.125,67953,,,,,,
30-09-15,29450,29570,28650,28990,28467.51172,38986,,,,,,
01-10-15,29200,29490,28980,29290,28762.10742,84789,,,,,,
06-10-15,29400,29760,29350,29600,29066.51953,52475,,,,,,
07-10-15,29840,29860,29520,29660,29125.4375,30798,,,,,,
08-10-15,29450,29660,29210,29210,28683.54883,27504,,,,,,
11-10-15,29210,29230,29020,29190,28663.9082,14972,,,,,,
12-10-15,29350,29580,29000,29420,28889.76758,25651,,,,,,
13-10-15,29300,29300,28530,28980,28457.69141,84398,,,,,,
14-10-15,29110,29430,29050,29400,28870.125,38831,,,,,,
15-10-15,29490,29650,29180,29210,28683.54883,51169,,,,,,
18-10-15,29210,29660,29210,29500,28968.32422,20958,,,,,,
19-10-15,29500,29970,29170,29420,28889.76758,67112,,,,,,
20-10-15,29450,29990,29370,29850,29312.01563,53286,,,,,,
21-10-15,30030,30400,30030,30190,29645.88086,43105,,,,,,
22-10-15,30200,30750,30200,30680,30127.05664,51362,,,,,,
25-10-15,31460,31600,31300,31330,30765.33984,53628,,,,,,
26-10-15,31410,31740,31330,31640,31069.75,68566,,,,,,
27-10-15,31780,31850,31380,31520,30951.91211,55297,,,,,,
28-10-15,31670,31780,31240,31450,30883.17578,45314,,,,,,
29-10-15,31300,31300,30520,30670,30117.23242,99038,,,,,,
01-11-15,30900,30950,30670,30680,30127.05664,25955,,,,,,
02-11-15,30680,31260,30590,30990,30431.4668,67508,,,,,,
03-11-15,31220,31430,31100,31100,30539.48242,33960,,,,,,
04-11-15,31330,31350,31050,31200,30637.68555,92558,,,,,,
05-11-15,31290,31630,31160,31630,31059.93359,92101,,,,,,
08-11-15,31780,31850,31280,31280,30716.23828,27584,,,,,,
09-11-15,31280,31700,31030,31180,30618.04492,146923,,,,,,
10-11-15,31430,31440,30860,31400,30834.07617,54848,,,,,,
11-11-15,31500,32850,31500,32300,31717.85547,112979,,,,,,
12-11-15,32550,33260,32500,33100,32503.4375,148698,,,,,,
15-11-15,32450,32500,32030,32120,31541.09961,64377,,,,,,
16-11-15,32300,32840,32040,32800,32208.8418,108560,,,,,,
17-11-15,32890,34070,32830,33600,32994.41406,145140,,,,,,
