Date,Open,High,Low,Close,Adj Close,Volume,,,,mean,,MAM
29-05-12,13300,13360,13110,13160,12647.36523,79315,,,,,,
30-05-12,13140,13360,12930,13080,12570.4834,54202,,,,,,
31-05-12,13080,13250,12930,12980,12474.375,96362,,,,,,
03-06-12,12800,12920,12690,12820,12320.61133,44486,,,,,,
04-06-12,12820,12970,12710,12860,12359.05176,54715,,,,,,
05-06-12,13000,13060,12750,12960,12455.15625,38249,,,,,,
06-06-12,13070,13140,12940,12990,12483.98926,55819,,,,,,
07-06-12,12990,13170,12930,13150,12637.75684,71033,,,,,,
10-06-12,13150,13370,13110,13370,12849.18652,30725,,,,,,
11-06-12,13500,13580,13270,13410,12887.62793,50184,,,,,,
12-06-12,13410,13460,13140,13350,12829.96094,96986,,,,,,
13-06-12,13360,13610,13280,13460,12935.67871,60034,,,,,,
14-06-12,13100,13450,13100,13230,12714.64063,80155,,,,,,
17-06-12,13520,13520,13220,13480,12954.90234,34049,,,,,,
18-06-12,13500,13550,13200,13450,12926.06641,89786,,,,,,
19-06-12,13400,13620,13390,13620,13089.4502,28661,,,,,,
20-06-12,13650,13650,13400,13410,12887.62793,57698,,,,,,
21-06-12,13400,13400,13150,13150,12637.75684,64896,,,,,,
24-06-12,13150,13150,13150,13150,12637.75684,0,,,,,,
25-06-12,13310,13490,13190,13430,12906.84863,90857,,,,,,
26-06-12,13370,13500,13240,13290,12772.30371,20242,,,,,,
27-06-12,13220,13400,13170,13350,12829.96094,29318,,,,,,
28-06-12,13340,13450,13280,13360,12839.57227,157479,,,,,,
01-07-12,13700,13750,13500,13640,13108.66797,18491,,,,,,
02-07-12,13450,13540,13430,13450,12926.06641,26351,,,,,,
03-07-12,13450,13450,13330,13340,12820.35254,25657,,,,,,
04-07-12,13340,13340,13180,13220,12705.02832,25897,,,,,,
05-07-12,13220,13460,13150,13340,12820.35254,21116,,,,,,
08-07-12,13150,13430,13150,13210,12695.41797,15522,,,,,,
09-07-12,13260,13400,13200,13370,12849.18652,30165,,,,,,
10-07-12,13370,13500,13300,13380,12858.79785,35244,,,,,,
11-07-12,13560,13590,13370,13510,12983.7334,26824,,,,,,
12-07-12,13470,13630,13470,13600,13070.22461,38689,,,,,,
15-07-12,13670,13870,13670,13800,13262.43262,27229,,,,,,
16-07-12,13610,13850,13530,13600,13070.22461,79793,,,,,,
17-07-12,13620,13680,13250,13350,12829.96094,52427,,,,,,
18-07-12,13130,13380,13130,13240,12724.24805,35150,,,,,,
19-07-12,13100,13220,12930,13090,12580.0957,183283,,,,,,
22-07-12,13000,13080,12900,12910,12407.10449,37934,,,,,,
23-07-12,12800,12950,12720,12790,12291.78027,46724,,,,,,
24-07-12,12790,12800,12500,12650,12157.2334,90459,,,,,,
25-07-12,12580,12660,12450,12590,12099.56738,53260,,,,,,
26-07-12,12600,12790,12460,12660,12166.84277,185832,,,,,,
30-07-12,12850,12880,12710,12800,12301.3877,37582,,,,,,
31-07-12,12880,12980,12800,12880,12378.27148,39492,,,,,,
01-08-12,13020,13340,13010,13270,12753.0791,68791,,,,,,
02-08-12,13330,13490,13140,13180,12666.58398,24459,,,,,,
05-08-12,13380,13590,13340,13530,13002.95313,26890,,,,,,
06-08-12,13520,13540,13290,13350,12829.96094,58999,,,,,,
07-08-12,13340,13360,13160,13170,12656.97461,81471,,,,,,
08-08-12,13170,13210,13000,13070,12560.87207,39002,,,,,,
09-08-12,13000,13190,12940,12950,12445.54688,92839,,,,,,
12-08-12,12900,13020,12610,12860,12359.05176,137462,,,,,,
13-08-12,12700,12820,12630,12690,12195.67285,82986,,,,,,
14-08-12,12790,12830,12500,12690,12195.67285,133421,,,,,,
15-08-12,12680,12720,12370,12430,11945.80371,112794,,,,,,
16-08-12,12230,12300,11960,12270,11792.03613,238621,,,,,,
19-08-12,12260,12840,12200,12620,12128.39941,99462,,,,,,
20-08-12,12270,12270,12270,12270,11792.03613,0,,,,,,
21-08-12,12560,12700,12460,12480,11993.85352,109449,,,,,,
22-08-12,12400,12440,12100,12100,11628.6582,231716,,,,,,
23-08-12,12150,12250,12000,12000,11532.55371,109695,,,,,,
26-08-12,null,null,null,null,null,null,,,,,,
27-08-12,12200,12280,12110,12200,11724.7627,78688,,,,,,
28-08-12,12020,12080,11750,11750,11320.12793,227491,,,,,,
29-08-12,11740,12260,11520,12120,11676.59082,297288,,,,,,
30-08-12,12300,12620,12190,12470,12013.78711,924459,,,,,,
02-09-12,12470,12600,12120,12300,11850.00488,95028,,,,,,
03-09-12,12200,12420,12090,12310,11859.63672,208303,,,,,,
04-09-12,12250,12420,12220,12220,11772.93066,58048,,,,,,
05-09-12,12120,12460,12030,12290,11840.36914,136753,,,,,,
06-09-12,12290,12490,12220,12300,11850.00488,55547,,,,,,
09-09-12,12460,12950,12410,12840,12370.24902,92575,,,,,,
10-09-12,12710,13240,12530,13020,12543.66309,145724,,,,,,
11-09-12,12970,13300,12910,13150,12668.90918,89937,,,,,,
12-09-12,13270,13290,12950,13070,12591.83691,63791,,,,,,
13-09-12,13190,13190,12930,12970,12495.49121,91795,,,,,,
19-09-12,12970,13020,12650,12720,12254.64258,144245,,,,,,
20-09-12,12700,12880,12700,12850,12379.88086,35258,,,,,,
23-09-12,12960,13050,12850,12860,12389.51758,43267,,,,,,
24-09-12,12930,13050,12790,12990,12514.76367,87613,,,,,,
27-09-12,13180,13400,13000,13400,12909.76172,237104,,,,,,
02-10-12,13540,14170,13450,14050,13535.98145,87626,,,,,,
03-10-12,14050,14150,13700,13700,13198.78516,121150,,,,,,
04-10-12,13770,14110,13770,14110,13593.78711,42408,,,,,,
09-10-12,14110,14190,13880,13880,13372.19922,107848,,,,,,
10-10-12,13720,13880,13660,13760,13256.59082,68259,,,,,,
11-10-12,13750,13990,13730,13840,13333.66699,74274,,,,,,
14-10-12,13900,14100,13840,13940,13430.00684,28753,,,,,,
15-10-12,14030,14150,13940,14040,13526.3457,62316,,,,,,
16-10-12,14130,14370,14050,14300,13776.83691,69688,,,,,,
17-10-12,14460,14540,14240,14450,13921.34863,90615,,,,,,
18-10-12,14570,14620,14300,14400,13873.17871,101695,,,,,,
21-10-12,14600,14630,14210,14290,13767.20117,50120,,,,,,
22-10-12,14250,14350,14110,14110,13593.78711,62511,,,,,,
23-10-12,14110,14260,14050,14240,13719.03027,52182,,,,,,
24-10-12,14240,14340,14000,14200,13680.49316,60524,,,,,,
25-10-12,13910,14040,13750,13760,13256.59082,296877,,,,,,
28-10-12,13760,13760,13760,13760,13256.59082,0,,,,,,
29-10-12,13560,13860,13450,13860,13352.93555,42194,,,,,,
30-10-12,13870,13990,13780,13870,13362.57031,31635,,,,,,
31-10-12,13870,13920,13610,13680,13179.51856,39304,,,,,,
01-11-12,13700,13900,13620,13900,13391.4707,24554,,,,,,
04-11-12,13900,13920,13780,13810,13304.76367,15546,,,,,,
05-11-12,13800,13820,13610,13620,13121.71777,33041,,,,,,
06-11-12,13550,13760,13520,13610,13112.0791,25727,,,,,,
07-11-12,13610,13750,13510,13650,13150.61426,28521,,,,,,
08-11-12,13700,13870,13650,13750,13246.95606,40263,,,,,,
11-11-12,13750,13750,13650,13700,13198.78516,8357,,,,,,
12-11-12,13700,13810,13480,13490,12996.4707,24039,,,,,,
13-11-12,13550,13990,13390,13750,13246.95606,66581,,,,,,
14-11-12,13760,14030,13700,13700,13198.78516,134570,,,,,,
15-11-12,13570,13740,13540,13580,13083.17871,47036,,,,,,
18-11-12,13600,13700,13590,13680,13179.51856,25471,,,,,,
19-11-12,13680,13790,13640,13710,13208.41992,38541,,,,,,
20-11-12,13720,13890,13690,13870,13391.87305,57156,,,,,,
21-11-12,13900,13970,13790,13960,13478.76953,56116,,,,,,
22-11-12,14110,14240,14100,14180,13691.18262,85385,,,,,,
25-11-12,14320,14470,14210,14210,13720.15234,30804,,,,,,
26-11-12,14210,14370,14110,14170,13681.5293,44405,,,,,,
27-11-12,14290,14420,14180,14380,13884.28906,44822,,,,,,
28-11-12,14380,14450,14210,14280,13787.7334,54140,,,,,,
29-11-12,14280,14480,14270,14270,13778.08594,250280,,,,,,
02-12-12,14300,14500,14220,14490,13990.49805,29784,,,,,,
03-12-12,14370,14600,14370,14590,14087.05566,40554,,,,,,
04-12-12,14590,14940,14570,14940,14424.98633,78860,,,,,,
05-12-12,15020,15110,14870,14970,14453.95215,54841,,,,,,
06-12-12,14970,14990,14750,14880,14367.05469,43167,,,,,,
09-12-12,15090,15090,14920,15000,14482.91699,20005,,,,,,
10-12-12,14940,14940,14700,14890,14376.71191,68780,,,,,,
11-12-12,14890,15000,14830,14930,14415.33203,27268,,,,,,
12-12-12,15020,15050,14880,15050,14531.19336,67750,,,,,,
13-12-12,15090,15120,14950,14960,14444.29785,152178,,,,,,
16-12-12,15000,15110,14870,15000,14482.91699,69278,,,,,,
17-12-12,15000,15020,14880,14960,14444.29785,58791,,,,,,
18-12-12,15100,15130,14830,15070,14550.50391,50623,,,,,,
19-12-12,15040,15160,14910,15160,14637.4043,66309,,,,,,
20-12-12,15100,15450,15090,15200,14676.02246,86572,,,,,,
23-12-12,15200,15340,14950,14980,14463.60547,27829,,,,,,
24-12-12,14950,14970,14630,14730,14222.22559,37796,,,,,,
25-12-12,14750,14850,14520,14700,14193.25977,51544,,,,,,
26-12-12,14700,14850,14320,14430,13932.56836,58158,,,,,,
27-12-12,14140,14440,14140,14440,13942.2207,321877,,,,,,
30-12-12,14400,14560,14300,14460,13961.53223,181678,,,,,,
31-12-12,14370,14920,14360,14920,14405.67969,87341,,,,,,
01-01-13,14960,15160,14900,14990,14473.26367,49438,,,,,,
02-01-13,15150,15380,14940,15350,14820.85254,37586,,,,,,
03-01-13,15500,15580,15000,15300,14772.57715,60024,,,,,,
06-01-13,15140,15240,14940,15180,14656.71289,25309,,,,,,
07-01-13,15110,15200,15000,15140,14618.09277,58191,,,,,,
08-01-13,15030,15150,15030,15060,14540.84766,30567,,,,,,
09-01-13,15100,15280,14700,14940,14424.98633,44339,,,,,,
10-01-13,14900,14900,14380,14620,14116.02051,80267,,,,,,
13-01-13,14620,14620,14420,14450,13951.87695,49641,,,,,,
14-01-13,14590,14590,14330,14450,13951.87695,57401,,,,,,
15-01-13,14360,14360,13970,14050,13565.66602,150145,,,,,,
16-01-13,13990,14270,13510,14240,13749.11719,132386,,,,,,
17-01-13,14240,14400,14150,14390,13893.94434,37538,,,,,,
20-01-13,14310,14330,13830,13830,13353.25,53901,,,,,,
21-01-13,13800,14310,13690,14210,13720.15234,102684,,,,,,
23-01-13,14290,14310,13960,13960,13478.76953,56724,,,,,,
24-01-13,14090,14230,14020,14220,13729.80859,210809,,,,,,
27-01-13,14210,14300,14080,14110,13623.59961,27587,,,,,,
28-01-13,null,null,null,null,null,null,,,,,,
29-01-13,14030,14420,14020,14230,13739.46387,60262,,,,,,
30-01-13,14290,14340,14130,14200,13710.49512,39514,,,,,,
31-01-13,14040,14240,14000,14240,13749.11719,43784,,,,,,
03-02-13,14330,14330,14130,14140,13652.56445,29525,,,,,,
04-02-13,null,null,null,null,null,null,,,,,,
05-02-13,13950,13950,13610,13680,13208.42285,45281,,,,,,
06-02-13,13800,13860,13690,13800,13324.28711,34906,,,,,,
07-02-13,13800,13860,13690,13800,13324.28711,34906,,,,,,
10-02-13,13800,13930,13800,13890,13411.18066,22452,,,,,,
11-02-13,13940,14370,13940,14300,13807.04785,46679,,,,,,
12-02-13,14250,14400,14230,14260,13768.42578,42151,,,,,,
13-02-13,14400,14560,14180,14260,13768.42578,40355,,,,,,
14-02-13,14210,14260,14030,14220,13729.80859,21206,,,,,,
17-02-13,14160,14460,14150,14420,13922.91113,22695,,,,,,
18-02-13,14420,14420,14200,14250,13758.77441,26152,,,,,,
19-02-13,14240,14300,14120,14140,13652.56445,25447,,,,,,
20-02-13,14200,14430,14170,14430,13932.56836,35088,,,,,,
21-02-13,13990,14200,13990,14090,13604.28809,171623,,,,,,
25-02-13,14100,14330,13940,14220,13729.80859,42419,,,,,,
26-02-13,14170,14450,14090,14360,13864.98145,83647,,,,,,
27-02-13,14380,14530,14360,14510,14009.81055,32373,,,,,,
28-02-13,14580,14610,14440,14440,13942.2207,81953,,,,,,
03-03-13,14440,14520,14320,14490,13990.49805,29542,,,,,,
04-03-13,14450,14580,14380,14500,14000.15332,35104,,,,,,
05-03-13,14500,14660,14380,14420,13922.91113,48043,,,,,,
06-03-13,14400,14490,14300,14310,13816.70606,26026,,,,,,
07-03-13,14260,14260,14030,14030,13546.35449,104795,,,,,,
10-03-13,14190,14400,14140,14380,13884.28906,21493,,,,,,
11-03-13,14370,14370,14150,14330,13836.01172,38913,,,,,,
12-03-13,14330,14330,14010,14010,13527.04297,50799,,,,,,
13-03-13,14170,14470,14150,14430,13932.56836,81866,,,,,,
14-03-13,14440,14690,14350,14690,14183.60254,113165,,,,,,
17-03-13,14710,14810,14540,14650,14144.98438,55211,,,,,,
18-03-13,14500,14970,14470,14850,14338.08984,57073,,,,,,
19-03-13,14880,15000,14760,14970,14453.95215,50385,,,,,,
20-03-13,14960,15150,14910,15100,14579.4707,94891,,,,,,
21-03-13,15190,15190,14970,15100,14579.4707,40965,,,,,,
24-03-13,15380,15600,15370,15530,14994.64941,78134,,,,,,
27-03-13,15700,15790,15570,15610,15071.8916,53890,,,,,,
28-03-13,15550,15610,15350,15360,14830.50684,101650,,,,,,
02-04-13,15280,15290,15110,15110,14589.12207,21776,,,,,,
03-04-13,15210,15220,14830,14940,14424.98633,35421,,,,,,
04-04-13,14920,15200,14790,15100,14579.4707,17943,,,,,,
07-04-13,15150,15260,15040,15160,14637.4043,16722,,,,,,
08-04-13,15120,15270,14880,14890,14376.71191,44091,,,,,,
09-04-13,14900,14900,14650,14750,14270.28711,21666,,,,,,
10-04-13,14980,15480,14980,15480,14976.54395,121346,,,,,,
11-04-13,15600,15760,15410,15540,15034.59277,131591,,,,,,
14-04-13,15600,15710,15450,15660,15150.69336,39566,,,,,,
17-04-13,15610,15720,15300,15450,14947.51856,44742,,,,,,
18-04-13,15450,15450,14950,15000,14512.1543,58127,,,,,,
21-04-13,15000,15010,14690,14870,14386.38281,32556,,,,,,
22-04-13,14910,15250,14680,14880,14396.05957,48838,,,,,,
23-04-13,14800,14940,14710,14850,14367.03418,30615,,,,,,
24-04-13,14960,15200,14870,15130,14637.92969,31164,,,,,,
25-04-13,15050,15200,14900,15110,14618.57813,114808,,,,,,
28-04-13,15110,15150,14830,14970,14483.12988,16667,,,,,,
29-04-13,14930,15110,14900,14940,14454.10742,27478,,,,,,
30-04-13,15110,15110,14890,14950,14463.78418,30345,,,,,,
01-05-13,14950,15180,14920,15070,14579.87305,27732,,,,,,
02-05-13,15070,15070,14910,15000,14512.1543,15468,,,,,,
05-05-13,15000,15040,14830,14850,14367.03418,19646,,,,,,
06-05-13,14940,15010,14860,14870,14386.38281,30061,,,,,,
07-05-13,14900,15110,14850,14950,14463.78418,30827,,,,,,
08-05-13,14950,15200,14890,15140,14647.60156,47847,,,,,,
09-05-13,15120,15580,15060,15500,14995.89453,129938,,,,,,
12-05-13,15500,15540,15000,15170,14676.62695,48204,,,,,,
13-05-13,15100,15500,15090,15350,14850.77148,63843,,,,,,
16-05-13,15350,15500,15260,15350,14850.77148,66601,,,,,,
19-05-13,15350,15470,15240,15390,14889.47363,46376,,,,,,
20-05-13,15320,16000,15310,15860,15344.18945,117133,,,,,,
21-05-13,15900,16000,15730,15820,15334.49219,83722,,,,,,
22-05-13,15850,15950,15780,15870,15382.96094,65673,,,,,,
23-05-13,15800,15950,15580,15760,15276.33594,74303,,,,,,
26-05-13,15760,15870,15690,15850,15363.57031,11862,,,,,,
27-05-13,15890,15890,15500,15770,15286.02734,32449,,,,,,
28-05-13,15840,16090,15710,16050,15557.43555,64824,,,,,,
29-05-13,16070,16260,15920,15950,15460.50391,103188,,,,,,
30-05-13,15810,16050,15730,15890,15402.34277,89232,,,,,,
02-06-13,15890,16030,15840,15970,15479.8916,13422,,,,,,
03-06-13,16020,16040,15730,15780,15295.7207,26659,,,,,,
04-06-13,16020,16020,15840,15880,15392.65332,39065,,,,,,
05-06-13,15920,15980,15760,15970,15479.8916,25894,,,,,,
06-06-13,15850,16090,15850,16060,15567.12793,29835,,,,,,
09-06-13,16070,16100,16020,16050,15557.43555,20904,,,,,,
10-06-13,16090,16230,16060,16230,15731.91211,45525,,,,,,
11-06-13,16220,16220,15920,16000,15508.96875,35200,,,,,,
12-06-13,16000,16340,15990,16300,15799.75977,48972,,,,,,
13-06-13,16150,16290,16040,16290,15790.06934,88872,,,,,,
16-06-13,16300,16380,16250,16310,15809.45313,16401,,,,,,
17-06-13,16390,16470,16330,16460,15954.85156,53344,,,,,,
18-06-13,16480,16480,16330,16440,15935.46875,21254,,,,,,
19-06-13,16500,16650,16340,16360,15857.91992,44912,,,,,,
20-06-13,16300,16440,16060,16400,15896.69141,30747,,,,,,
23-06-13,16490,16490,16230,16430,15925.77246,22703,,,,,,
24-06-13,16300,16460,16140,16190,15693.14063,69086,,,,,,
25-06-13,16400,16460,16210,16360,15857.91992,38902,,,,,,
26-06-13,16260,16300,15910,15950,15460.50391,35916,,,,,,
27-06-13,15820,15900,15370,15380,14907.99512,177637,,,,,,
30-06-13,15820,15400,15080,15220,14752.90723,42770,,,,,,
01-07-13,15290,15490,15140,15490,15014.62305,38467,,,,,,
02-07-13,15450,15880,15350,15730,15247.25879,88179,,,,,,
03-07-13,15730,15880,15500,15780,15295.7207,70526,,,,,,
04-07-13,15780,16030,15770,15920,15431.42773,52289,,,,,,
07-07-13,15860,15960,15800,15910,15421.73242,28846,,,,,,
08-07-13,15850,15940,15760,15760,15276.33594,41118,,,,,,
09-07-13,15780,15850,15700,15750,15266.6416,46642,,,,,,
10-07-13,15790,15820,15550,15550,15072.78223,17740,,,,,,
11-07-13,15620,15640,15360,15390,14917.69141,70742,,,,,,
14-07-13,15410,15700,15340,15640,15160.01856,25747,,,,,,
15-07-13,15640,15700,15400,15530,15053.39453,34555,,,,,,
17-07-13,15600,15850,15470,15840,15353.87793,58018,,,,,,
18-07-13,15840,16090,15760,15990,15499.27637,64575,,,,,,
21-07-13,16000,16070,15780,15810,15324.80078,12857,,,,,,
22-07-13,15710,15800,15710,15740,15256.95117,21608,,,,,,
23-07-13,15720,15840,15650,15660,15179.40527,19565,,,,,,
24-07-13,15650,15670,15510,15540,15063.08691,36004,,,,,,
25-07-13,15520,15690,15410,15690,15208.48535,107569,,,,,,
28-07-13,15600,15760,15590,15660,15179.40527,12630,,,,,,
29-07-13,15620,15790,15430,15760,15276.33594,23338,,,,,,
30-07-13,15910,16060,15720,15800,15315.10547,122884,,,,,,
31-07-13,15740,15980,15670,15750,15266.6416,39756,,,,,,
01-08-13,15800,16020,15780,15870,15382.96094,54740,,,,,,
04-08-13,15870,15880,15760,15870,15382.96094,10154,,,,,,
05-08-13,15820,15980,15500,15580,15101.8584,32891,,,,,,
06-08-13,15620,15770,15580,15670,15189.09766,19978,,,,,,
07-08-13,15580,15580,15300,15310,14840.14453,63872,,,,,,
08-08-13,15310,15340,15200,15340,14869.22363,42069,,,,,,
11-08-13,15250,15520,15250,15490,15014.62305,36499,,,,,,
12-08-13,15440,15730,15360,15700,15218.17285,61797,,,,,,
13-08-13,15800,16530,15800,16280,15780.375,185453,,,,,,
14-08-13,16200,16230,16100,16110,15615.59375,34775,,,,,,
15-08-13,16110,16210,15800,15800,15315.10547,40102,,,,,,
18-08-13,15890,15980,15770,15840,15353.87793,23463,,,,,,
19-08-13,15880,16000,15760,16000,15508.96875,31573,,,,,,
20-08-13,16140,16190,16040,16100,15605.90039,33894,,,,,,
21-08-13,16100,16250,16070,16240,15741.60547,115422,,,,,,
22-08-13,16240,16480,16160,16470,15964.54785,113790,,,,,,
25-08-13,16490,16520,16330,16500,15993.625,31962,,,,,,
26-08-13,16340,16500,16130,16180,15683.44434,54510,,,,,,
27-08-13,16070,16150,15810,15900,15440.66602,89664,,,,,,
28-08-13,15930,16000,15610,15900,15440.66602,99961,,,,,,
29-08-13,15900,16300,15900,16300,15829.11133,192315,,,,,,
01-09-13,16300,16500,16210,16490,16013.61914,36553,,,,,,
02-09-13,16500,16630,16340,16590,16110.74023,39791,,,,,,
03-09-13,16510,16680,16410,16430,15955.35645,73378,,,,,,
08-09-13,16430,16740,16430,16530,16052.46875,66685,,,,,,
09-09-13,16530,16650,16380,16510,16033.04004,66361,,,,,,
10-09-13,16610,16730,16550,16600,16120.44922,71600,,,,,,
11-09-13,16680,16710,16350,16410,15935.93164,59139,,,,,,
12-09-13,16490,16550,16440,16440,15965.06738,83153,,,,,,
15-09-13,16750,16800,16660,16680,16198.13184,66144,,,,,,
16-09-13,16760,16770,16580,16700,16217.55273,61982,,,,,,
17-09-13,16820,16880,16610,16800,16314.66992,179192,,,,,,
22-09-13,17300,17670,17230,17570,17062.42578,140300,,,,,,
23-09-13,17680,18450,17630,18370,17839.3125,162814,,,,,,
24-09-13,18300,18300,18070,18120,17596.53711,151108,,,,,,
29-09-13,18750,19200,18730,19110,18557.92969,183493,,,,,,
30-09-13,19000,19220,18750,19000,18451.11328,116524,,,,,,
01-10-13,19000,19140,18800,19000,18451.11328,52913,,,,,,
02-10-13,18890,19080,18700,18810,18266.59766,99230,,,,,,
03-10-13,18790,18800,18410,18410,17878.1582,214034,,,,,,
06-10-13,18580,18930,18580,18770,18227.75586,40107,,,,,,
07-10-13,18700,18970,18610,18970,18421.98047,43436,,,,,,
08-10-13,19000,19010,18810,18860,18315.15039,43903,,,,,,
09-10-13,18860,19000,18700,18950,18402.55664,85424,,,,,,
10-10-13,19020,19090,18830,18990,18441.40234,57989,,,,,,
13-10-13,18990,19130,18800,18850,18305.43945,44031,,,,,,
14-10-13,18940,19070,18740,19030,18480.23828,62137,,,,,,
15-10-13,19120,19120,18160,18400,17868.45117,108663,,,,,,
16-10-13,18440,18720,18410,18680,18140.34766,50980,,,,,,
17-10-13,18800,18850,18300,18310,17781.04297,84224,,,,,,
20-10-13,18480,18500,18290,18490,17955.84375,24658,,,,,,
21-10-13,18510,18830,18370,18810,18266.59766,22108,,,,,,
22-10-13,18800,18940,18620,18940,18392.8418,52498,,,,,,
23-10-13,18950,18980,18670,18800,18256.88477,58610,,,,,,
24-10-13,18990,19000,18710,19000,18451.11328,250791,,,,,,
27-10-13,19050,19160,18920,18980,18431.69727,20107,,,,,,
28-10-13,18980,19080,18860,18940,18392.8418,42516,,,,,,
29-10-13,18900,18970,18820,18920,18373.42773,20872,,,,,,
30-10-13,18920,19000,18630,18690,18150.06445,48562,,,,,,
31-10-13,18690,18850,18400,18850,18305.43945,53207,,,,,,
03-11-13,18760,18850,18600,18720,18179.20703,26508,,,,,,
04-11-13,18610,18840,18570,18720,18179.20703,34968,,,,,,
05-11-13,18580,18640,18360,18430,17897.57617,30328,,,,,,
06-11-13,18500,18720,18500,18670,18130.64648,34720,,,,,,
07-11-13,18710,18750,18370,18700,18159.77734,54770,,,,,,
10-11-13,18720,18800,18620,18710,18169.49023,26890,,,,,,
11-11-13,18710,18740,18580,18740,18198.63086,28510,,,,,,
12-11-13,18820,18900,18620,18790,18247.17578,42900,,,,,,
13-11-13,18850,18880,18710,18760,18218.05078,25656,,,,,,
14-11-13,19000,19180,18520,18810,18266.59766,165660,,,,,,
17-11-13,18980,19040,18870,18920,18373.42773,43316,,,,,,
18-11-13,18900,18950,18750,18930,18383.13867,65139,,,,,,
19-11-13,18950,19090,18910,19000,18451.11328,106286,,,,,,
20-11-13,19000,19040,18900,18980,18431.69727,68328,,,,,,
21-11-13,18780,18870,18550,18670,18130.64648,72029,,,,,,
24-11-13,18770,18890,18740,18780,18237.4707,39034,,,,,,
25-11-13,18780,18820,18650,18810,18266.59766,45122,,,,,,
26-11-13,18710,18990,18660,18990,18470.85938,43956,,,,,,
27-11-13,18970,19070,18810,19070,18548.67383,39314,,,,,,
28-11-13,19010,19500,18980,19500,18966.91992,145752,,,,,,
01-12-13,19550,19880,19500,19880,19336.53125,61030,,,,,,
02-12-13,19950,19960,19410,19500,18966.91992,76210,,,,,,
03-12-13,19590,19750,19520,19750,19210.08008,50930,,,,,,
04-12-13,19770,19920,19640,19900,19355.98242,47863,,,,,,
05-12-13,19990,20660,19790,20660,20095.21094,126363,,,,,,
08-12-13,20860,21450,20720,21450,20863.61328,96304,,,,,,
09-12-13,21480,21480,21010,21180,20600.99414,67801,,,,,,
10-12-13,21180,21480,20770,21130,20552.35742,90166,,,,,,
11-12-13,21130,21150,20570,20960,20387.00586,51958,,,,,,
12-12-13,20790,20980,20440,20750,20182.75195,124517,,,,,,
15-12-13,20760,20840,20480,20540,19978.48047,52050,,,,,,
16-12-13,20480,20490,20000,20490,19929.85156,76915,,,,,,
17-12-13,20500,20820,20300,20540,19978.48047,59179,,,,,,
18-12-13,20460,20580,20210,20490,19929.85156,40991,,,,,,
19-12-13,20690,20700,20490,20580,20017.39453,80247,,,,,,
22-12-13,21000,21000,20720,20840,20270.28711,59143,,,,,,
23-12-13,20970,21260,20910,21230,20649.62109,83695,,,,,,
24-12-13,21230,21460,20790,20840,20270.28711,59043,,,,,,
25-12-13,20840,20840,20600,20610,20046.57617,23705,,,,,,
26-12-13,20370,20450,20250,20400,19842.31055,164025,,,,,,
29-12-13,20000,20150,19700,19970,19424.07031,73862,,,,,,
30-12-13,19970,20540,19910,20540,19978.48047,51965,,,,,,
31-12-13,20550,20980,20480,20970,20396.73438,65610,,,,,,
01-01-14,21000,21070,20750,21070,20493.99805,109777,,,,,,
02-01-14,21160,21200,20690,20700,20134.11133,91266,,,,,,
05-01-14,20690,20690,20250,20330,19774.22461,31070,,,,,,
06-01-14,20330,20500,20020,20310,19754.77344,56322,,,,,,
07-01-14,20310,20640,20300,20490,19929.85156,52964,,,,,,
08-01-14,20480,21000,20480,20920,20348.10352,48664,,,,,,
09-01-14,20770,20860,20610,20610,20046.57617,57942,,,,,,
12-01-14,20660,21000,20660,20890,20318.92188,33345,,,,,,
13-01-14,20770,21500,20720,21400,20814.97656,75951,,,,,,
14-01-14,21290,21500,21030,21350,20766.34375,35238,,,,,,
15-01-14,21390,21400,21070,21200,20620.44336,78034,,,,,,
16-01-14,21290,21420,21050,21120,20542.63477,55956,,,,,,
19-01-14,21300,21350,21100,21120,20542.63477,64376,,,,,,
20-01-14,21120,21240,20750,20980,20406.46094,68479,,,,,,
21-01-14,21000,21170,20790,21030,20455.08594,68993,,,,,,
22-01-14,21000,21170,20790,21030,20455.08594,68993,,,,,,
23-01-14,20990,21010,20750,20860,20289.73828,47095,,,,,,
26-01-14,20520,20730,20430,20650,20085.47852,33164,,,,,,
27-01-14,20650,20730,20510,20640,20075.75586,34674,,,,,,
28-01-14,20620,20620,19900,20200,19647.78516,57367,,,,,,
29-01-14,20250,20350,19920,20060,19511.60742,56825,,,,,,
30-01-14,19750,20170,19710,19910,19365.70508,200597,,,,,,
02-02-14,19800,19800,19560,19700,19161.45898,33076,,,,,,
03-02-14,19610,19760,19560,19700,19161.45898,59905,,,,,,
04-02-14,19500,19780,19180,19780,19239.26758,94397,,,,,,
05-02-14,19810,20100,19620,19680,19142.00195,49047,,,,,,
06-02-14,19680,20180,19680,20180,19628.33203,94137,,,,,,
09-02-14,20450,20500,20220,20230,19676.96094,21689,,,,,,
10-02-14,20450,20500,20220,20230,19676.96094,21689,,,,,,
11-02-14,20100,20340,19830,20100,19550.51563,42835,,,,,,
12-02-14,20180,20440,20090,20400,19842.31055,36669,,,,,,
13-02-14,20220,20490,20200,20300,19745.04883,38747,,,,,,
16-02-14,20400,20560,20260,20370,19813.13281,19879,,,,,,
17-02-14,20400,20440,20210,20440,19881.21875,39791,,,,,,
18-02-14,20400,20590,20300,20450,19890.94727,20028,,,,,,
