Date,Close
07-02-13,66.888573
08-02-13,67.854286
11-02-13,68.561432
12-02-13,66.842857
13-02-13,66.715714
14-02-13,66.655716
15-02-13,65.737144
19-02-13,65.71286
20-02-13,64.121429
21-02-13,63.722858
22-02-13,64.401428
25-02-13,63.257141
26-02-13,64.138573
27-02-13,63.509998
28-02-13,63.057144
01-03-13,61.495716
04-03-13,60.007141
05-03-13,61.591427
06-03-13,60.808571
07-03-13,61.511429
08-03-13,61.674286
11-03-13,62.552856
12-03-13,61.204285
13-03-13,61.192856
14-03-13,61.785713
15-03-13,63.380001
18-03-13,65.102859
19-03-13,64.927139
20-03-13,64.582855
21-03-13,64.675713
22-03-13,65.987144
25-03-13,66.225716
26-03-13,65.877144
27-03-13,64.582855
28-03-13,63.237144
01-04-13,61.272858
02-04-13,61.398571
03-04-13,61.712856
04-04-13,61.102856
05-04-13,60.457142
08-04-13,60.887142
09-04-13,60.997143
10-04-13,62.241428
11-04-13,62.047142
12-04-13,61.400002
15-04-13,59.978573
16-04-13,60.89143
17-04-13,57.542858
18-04-13,56.007141
19-04-13,55.790001
22-04-13,56.952858
23-04-13,58.01857
24-04-13,57.922855
25-04-13,58.34
26-04-13,59.599998
29-04-13,61.445713
30-04-13,63.254284
01-05-13,62.755714
02-05-13,63.645714
03-05-13,64.28286
06-05-13,65.815712
07-05-13,65.522858
08-05-13,66.262856
09-05-13,65.252853
10-05-13,64.709999
13-05-13,64.96286
14-05-13,63.408573
15-05-13,61.264286
16-05-13,62.082859
17-05-13,61.894287
20-05-13,63.275715
21-05-13,62.808571
22-05-13,63.049999
23-05-13,63.162857
24-05-13,63.592857
28-05-13,63.062859
29-05-13,63.564285
30-05-13,64.511429
31-05-13,64.247147
03-06-13,64.388573
04-06-13,64.187141
05-06-13,63.587143
06-06-13,62.637142
07-06-13,63.115715
10-06-13,62.69857
11-06-13,62.514286
12-06-13,61.741428
13-06-13,62.279999
14-06-13,61.435715
17-06-13,61.714287
18-06-13,61.681427
19-06-13,60.42857
20-06-13,59.548573
21-06-13,59.07143
24-06-13,57.505714
25-06-13,57.51857
26-06-13,56.867142
27-06-13,56.254284
28-06-13,56.647144
01-07-13,58.459999
02-07-13,59.784286
03-07-13,60.114285
05-07-13,59.631428
08-07-13,59.292858
09-07-13,60.335712
10-07-13,60.104286
11-07-13,61.041428
12-07-13,60.93
15-07-13,61.062859
16-07-13,61.457142
17-07-13,61.472858
18-07-13,61.68
19-07-13,60.707142
22-07-13,60.901428
23-07-13,59.855713
24-07-13,62.93
25-07-13,62.642857
26-07-13,62.998573
29-07-13,63.970001
30-07-13,64.760002
31-07-13,64.647141
01-08-13,65.239998
02-08-13,66.077141
05-08-13,67.064285
06-08-13,66.464287
07-08-13,66.425713
08-08-13,65.858574
09-08-13,64.921425
12-08-13,66.765717
13-08-13,69.938568
14-08-13,71.214287
15-08-13,71.129997
16-08-13,71.761429
19-08-13,72.534286
20-08-13,71.581429
21-08-13,71.765717
22-08-13,71.851425
23-08-13,71.574287
26-08-13,71.852859
27-08-13,69.798569
28-08-13,70.128571
29-08-13,70.242859
30-08-13,69.602859
03-09-13,69.797142
04-09-13,71.241432
05-09-13,70.752853
06-09-13,71.174286
09-09-13,72.309998
10-09-13,70.662857
11-09-13,66.815712
12-09-13,67.527145
13-09-13,66.414284
16-09-13,64.302856
17-09-13,65.045715
18-09-13,66.382858
19-09-13,67.471428
20-09-13,66.772858
23-09-13,70.091431
24-09-13,69.871429
25-09-13,68.790001
26-09-13,69.459999
27-09-13,68.964287
30-09-13,68.10714
01-10-13,69.708572
02-10-13,69.937141
03-10-13,69.058571
04-10-13,69.004288
07-10-13,69.678574
08-10-13,68.705711
09-10-13,69.512856
10-10-13,69.94857
11-10-13,70.401428
14-10-13,70.862854
15-10-13,71.239998
16-10-13,71.587143
17-10-13,72.071426
18-10-13,72.69857
21-10-13,74.480003
22-10-13,74.267143
23-10-13,74.994286
24-10-13,75.987144
25-10-13,75.137146
28-10-13,75.697144
29-10-13,73.811432
30-10-13,74.985718
31-10-13,74.671425
01-11-13,74.290001
04-11-13,75.25
05-11-13,75.064285
06-11-13,74.417145
07-11-13,73.21286
08-11-13,74.365715
11-11-13,74.150002
12-11-13,74.28714
13-11-13,74.375717
14-11-13,75.451431
15-11-13,74.998573
18-11-13,74.089996
19-11-13,74.221428
20-11-13,73.571426
21-11-13,74.44857
22-11-13,74.257141
25-11-13,74.82
26-11-13,76.199997
27-11-13,77.994286
29-11-13,79.438568
02-12-13,78.747147
03-12-13,80.902855
04-12-13,80.714287
05-12-13,81.128571
06-12-13,80.002853
09-12-13,80.918571
10-12-13,80.792854
11-12-13,80.194283
12-12-13,80.077141
13-12-13,79.204285
16-12-13,79.64286
17-12-13,79.284286
18-12-13,78.681427
19-12-13,77.779999
20-12-13,78.431427
23-12-13,81.441429
24-12-13,81.095711
26-12-13,80.557144
27-12-13,80.012856
30-12-13,79.21714
31-12-13,80.145714
02-01-14,79.01857
03-01-14,77.28286
06-01-14,77.704285
07-01-14,77.148575
08-01-14,77.637146
09-01-14,76.645714
10-01-14,76.134285
13-01-14,76.53286
14-01-14,78.055717
15-01-14,79.622856
16-01-14,79.178574
17-01-14,77.238571
21-01-14,78.438568
22-01-14,78.78714
23-01-14,79.454285
24-01-14,78.010002
27-01-14,78.64286
28-01-14,72.35714
29-01-14,71.535713
30-01-14,71.397141
31-01-14,71.514282
03-02-14,71.647141
04-02-14,72.684288
05-02-14,73.227142
06-02-14,73.215714
07-02-14,74.239998
10-02-14,75.57
11-02-14,76.565712
12-02-14,76.559998
13-02-14,77.775711
14-02-14,77.71286
18-02-14,77.998573
19-02-14,76.767143
20-02-14,75.878571
21-02-14,75.035713
24-02-14,75.364288
25-02-14,74.580002
26-02-14,73.907143
27-02-14,75.381432
28-02-14,75.177139
03-03-14,75.394287
04-03-14,75.891426
05-03-14,76.05143
06-03-14,75.821426
07-03-14,75.777145
10-03-14,75.845711
11-03-14,76.584282
12-03-14,76.658569
13-03-14,75.807144
14-03-14,74.955711
17-03-14,75.248573
18-03-14,75.914284
19-03-14,75.894287
20-03-14,75.528572
21-03-14,76.124283
24-03-14,77.027145
25-03-14,77.855713
26-03-14,77.111427
27-03-14,76.779999
28-03-14,76.694283
31-03-14,76.677139
01-04-14,77.378571
02-04-14,77.507141
03-04-14,76.970001
04-04-14,75.974289
07-04-14,74.781425
08-04-14,74.777145
09-04-14,75.760002
10-04-14,74.78286
11-04-14,74.230003
14-04-14,74.525711
15-04-14,73.994286
16-04-14,74.144287
17-04-14,74.991432
21-04-14,75.881432
22-04-14,75.957146
23-04-14,74.964287
24-04-14,81.110001
25-04-14,81.705711
28-04-14,84.870003
29-04-14,84.618568
30-04-14,84.298569
01-05-14,84.497147
02-05-14,84.654289
05-05-14,85.851425
06-05-14,84.915718
07-05-14,84.618568
08-05-14,83.998573
09-05-14,83.648575
12-05-14,84.690002
13-05-14,84.822861
14-05-14,84.83857
15-05-14,84.117142
16-05-14,85.358574
19-05-14,86.370003
20-05-14,86.387146
21-05-14,86.615715
22-05-14,86.752853
23-05-14,87.732857
27-05-14,89.375717
28-05-14,89.144287
29-05-14,90.76857
30-05-14,90.428574
02-06-14,89.807144
03-06-14,91.077141
04-06-14,92.117142
05-06-14,92.478569
06-06-14,92.224289
09-06-14,93.699997
10-06-14,94.25
11-06-14,93.860001
12-06-14,92.290001
13-06-14,91.279999
16-06-14,92.199997
17-06-14,92.080002
18-06-14,92.18
19-06-14,91.860001
20-06-14,90.910004
23-06-14,90.830002
24-06-14,90.279999
25-06-14,90.360001
26-06-14,90.900002
27-06-14,91.980003
30-06-14,92.93
01-07-14,93.519997
02-07-14,93.480003
03-07-14,94.029999
07-07-14,95.970001
08-07-14,95.349998
09-07-14,95.389999
10-07-14,95.040001
11-07-14,95.220001
14-07-14,96.449997
15-07-14,95.32
16-07-14,94.779999
17-07-14,93.089996
18-07-14,94.43
21-07-14,93.940002
22-07-14,94.720001
23-07-14,97.190002
24-07-14,97.029999
25-07-14,97.669998
28-07-14,99.019997
29-07-14,98.379997
30-07-14,98.150002
31-07-14,95.599998
01-08-14,96.129997
04-08-14,95.589996
05-08-14,95.120003
06-08-14,94.959999
07-08-14,94.480003
08-08-14,94.739998
11-08-14,95.989998
12-08-14,95.970001
13-08-14,97.239998
14-08-14,97.5
15-08-14,97.980003
18-08-14,99.160004
19-08-14,100.529999
20-08-14,100.57
21-08-14,100.580002
22-08-14,101.32
25-08-14,101.540001
26-08-14,100.889999
27-08-14,102.129997
28-08-14,102.25
29-08-14,102.5
02-09-14,103.300003
03-09-14,98.940002
04-09-14,98.120003
05-09-14,98.970001
08-09-14,98.360001
09-09-14,97.989998
10-09-14,101
11-09-14,101.43
12-09-14,101.660004
15-09-14,101.629997
16-09-14,100.860001
17-09-14,101.580002
18-09-14,101.790001
19-09-14,100.959999
22-09-14,101.059998
23-09-14,102.639999
24-09-14,101.75
25-09-14,97.870003
26-09-14,100.75
29-09-14,100.110001
30-09-14,100.75
01-10-14,99.18
02-10-14,99.900002
03-10-14,99.620003
06-10-14,99.620003
07-10-14,98.75
08-10-14,100.800003
09-10-14,101.019997
10-10-14,100.730003
13-10-14,99.809998
14-10-14,98.75
15-10-14,97.540001
16-10-14,96.260002
17-10-14,97.669998
20-10-14,99.760002
21-10-14,102.470001
22-10-14,102.989998
23-10-14,104.830002
24-10-14,105.220001
27-10-14,105.110001
28-10-14,106.739998
29-10-14,107.339996
30-10-14,106.980003
31-10-14,108
03-11-14,109.400002
04-11-14,108.599998
05-11-14,108.860001
06-11-14,108.699997
07-11-14,109.010002
10-11-14,108.830002
11-11-14,109.699997
12-11-14,111.25
13-11-14,112.82
14-11-14,114.18
17-11-14,113.989998
18-11-14,115.470001
19-11-14,114.669998
20-11-14,116.309998
21-11-14,116.470001
24-11-14,118.629997
25-11-14,117.599998
26-11-14,119
28-11-14,118.93
01-12-14,115.07
02-12-14,114.629997
03-12-14,115.93
04-12-14,115.489998
05-12-14,115
08-12-14,112.400002
09-12-14,114.120003
10-12-14,111.949997
11-12-14,111.620003
12-12-14,109.730003
15-12-14,108.230003
16-12-14,106.75
17-12-14,109.410004
18-12-14,112.650002
19-12-14,111.779999
22-12-14,112.940002
23-12-14,112.540001
24-12-14,112.010002
26-12-14,113.989998
29-12-14,113.910004
30-12-14,112.519997
31-12-14,110.379997
02-01-15,109.330002
05-01-15,106.25
06-01-15,106.260002
07-01-15,107.75
08-01-15,111.889999
09-01-15,112.010002
12-01-15,109.25
13-01-15,110.220001
14-01-15,109.800003
15-01-15,106.82
16-01-15,105.989998
20-01-15,108.720001
21-01-15,109.550003
22-01-15,112.400002
23-01-15,112.980003
26-01-15,113.099998
27-01-15,109.139999
28-01-15,115.309998
29-01-15,118.900002
30-01-15,117.160004
02-02-15,118.629997
03-02-15,118.650002
04-02-15,119.559998
05-02-15,119.940002
06-02-15,118.93
09-02-15,119.720001
10-02-15,122.019997
11-02-15,124.879997
12-02-15,126.459999
13-02-15,127.080002
17-02-15,127.830002
18-02-15,128.720001
19-02-15,128.449997
20-02-15,129.5
23-02-15,133
24-02-15,132.169998
25-02-15,128.789993
26-02-15,130.419998
27-02-15,128.460007
02-03-15,129.089996
03-03-15,129.360001
04-03-15,128.539993
05-03-15,126.410004
06-03-15,126.599998
09-03-15,127.139999
10-03-15,124.510002
11-03-15,122.239998
12-03-15,124.449997
13-03-15,123.589996
16-03-15,124.949997
17-03-15,127.040001
18-03-15,128.470001
19-03-15,127.5
20-03-15,125.900002
23-03-15,127.209999
24-03-15,126.690002
25-03-15,123.379997
26-03-15,124.239998
27-03-15,123.25
30-03-15,126.370003
31-03-15,124.43
01-04-15,124.25
02-04-15,125.32
06-04-15,127.349998
07-04-15,126.010002
08-04-15,125.599998
09-04-15,126.559998
10-04-15,127.099998
13-04-15,126.849998
14-04-15,126.300003
15-04-15,126.779999
16-04-15,126.169998
17-04-15,124.75
20-04-15,127.599998
21-04-15,126.910004
22-04-15,128.619995
23-04-15,129.669998
24-04-15,130.279999
27-04-15,132.649994
28-04-15,130.559998
29-04-15,128.639999
30-04-15,125.150002
01-05-15,128.949997
04-05-15,128.699997
05-05-15,125.800003
06-05-15,125.010002
07-05-15,125.260002
08-05-15,127.620003
11-05-15,126.32
12-05-15,125.870003
13-05-15,126.010002
14-05-15,128.949997
15-05-15,128.770004
18-05-15,130.190002
19-05-15,130.070007
20-05-15,130.059998
21-05-15,131.389999
22-05-15,132.539993
26-05-15,129.619995
27-05-15,132.039993
28-05-15,131.779999
29-05-15,130.279999
01-06-15,130.539993
02-06-15,129.960007
03-06-15,130.119995
04-06-15,129.360001
05-06-15,128.649994
08-06-15,127.800003
09-06-15,127.419998
10-06-15,128.880005
11-06-15,128.589996
12-06-15,127.169998
15-06-15,126.919998
16-06-15,127.599998
17-06-15,127.300003
18-06-15,127.879997
19-06-15,126.599998
22-06-15,127.610001
23-06-15,127.029999
24-06-15,128.110001
25-06-15,127.5
26-06-15,126.75
29-06-15,124.529999
30-06-15,125.43
01-07-15,126.599998
02-07-15,126.440002
06-07-15,126
07-07-15,125.690002
08-07-15,122.57
09-07-15,120.07
10-07-15,123.279999
13-07-15,125.660004
14-07-15,125.610001
15-07-15,126.82
16-07-15,128.509995
17-07-15,129.619995
20-07-15,132.070007
21-07-15,130.75
22-07-15,125.220001
23-07-15,125.160004
24-07-15,124.5
27-07-15,122.769997
28-07-15,123.379997
29-07-15,122.989998
30-07-15,122.370003
31-07-15,121.300003
03-08-15,118.440002
04-08-15,114.639999
05-08-15,115.400002
06-08-15,115.129997
07-08-15,115.519997
10-08-15,119.720001
11-08-15,113.489998
12-08-15,115.239998
13-08-15,115.150002
14-08-15,115.959999
17-08-15,117.160004
18-08-15,116.5
19-08-15,115.010002
20-08-15,112.650002
21-08-15,105.760002
24-08-15,103.120003
25-08-15,103.739998
26-08-15,109.690002
27-08-15,112.919998
28-08-15,113.290001
31-08-15,112.760002
01-09-15,107.720001
02-09-15,112.339996
03-09-15,110.370003
04-09-15,109.269997
08-09-15,112.309998
09-09-15,110.150002
10-09-15,112.57
11-09-15,114.209999
14-09-15,115.309998
15-09-15,116.279999
16-09-15,116.410004
17-09-15,113.919998
18-09-15,113.449997
21-09-15,115.209999
22-09-15,113.400002
23-09-15,114.32
24-09-15,115
25-09-15,114.709999
28-09-15,112.440002
29-09-15,109.059998
30-09-15,110.300003
01-10-15,109.580002
02-10-15,110.379997
05-10-15,110.779999
06-10-15,111.309998
07-10-15,110.779999
08-10-15,109.5
09-10-15,112.120003
12-10-15,111.599998
13-10-15,111.790001
14-10-15,110.209999
15-10-15,111.860001
16-10-15,111.040001
19-10-15,111.730003
20-10-15,113.769997
21-10-15,113.760002
22-10-15,115.5
23-10-15,119.080002
26-10-15,115.279999
27-10-15,114.550003
28-10-15,119.269997
29-10-15,120.529999
30-10-15,119.5
02-11-15,121.18
03-11-15,122.57
04-11-15,122
05-11-15,120.919998
06-11-15,121.059998
09-11-15,120.57
10-11-15,116.769997
11-11-15,116.110001
12-11-15,115.720001
13-11-15,112.339996
16-11-15,114.18
17-11-15,113.690002
18-11-15,117.290001
19-11-15,118.779999
20-11-15,119.300003
23-11-15,117.75
24-11-15,118.879997
25-11-15,118.029999
27-11-15,117.809998
30-11-15,118.300003
01-12-15,117.339996
02-12-15,116.279999
03-12-15,115.199997
04-12-15,119.029999
07-12-15,118.279999
08-12-15,118.230003
09-12-15,115.620003
10-12-15,116.169998
11-12-15,113.18
14-12-15,112.480003
15-12-15,110.489998
16-12-15,111.339996
17-12-15,108.980003
18-12-15,106.029999
21-12-15,107.330002
22-12-15,107.230003
23-12-15,108.610001
24-12-15,108.029999
28-12-15,106.82
29-12-15,108.739998
30-12-15,107.32
31-12-15,105.260002
04-01-16,105.349998
05-01-16,102.709999
06-01-16,100.699997
07-01-16,96.449997
08-01-16,96.959999
11-01-16,98.529999
12-01-16,99.959999
13-01-16,97.389999
14-01-16,99.519997
15-01-16,97.129997
19-01-16,96.660004
20-01-16,96.790001
21-01-16,96.300003
22-01-16,101.419998
25-01-16,99.440002
26-01-16,99.989998
27-01-16,93.419998
28-01-16,94.089996
29-01-16,97.339996
01-02-16,96.43
02-02-16,94.480003
03-02-16,96.349998
04-02-16,96.599998
05-02-16,94.019997
08-02-16,95.010002
09-02-16,94.989998
10-02-16,94.269997
11-02-16,93.699997
12-02-16,93.989998
16-02-16,96.639999
17-02-16,98.120003
18-02-16,96.260002
19-02-16,96.040001
22-02-16,96.879997
23-02-16,94.690002
24-02-16,96.099998
25-02-16,96.760002
26-02-16,96.910004
29-02-16,96.690002
01-03-16,100.529999
02-03-16,100.75
03-03-16,101.5
04-03-16,103.010002
07-03-16,101.870003
08-03-16,101.029999
09-03-16,101.120003
10-03-16,101.169998
11-03-16,102.260002
14-03-16,102.519997
15-03-16,104.580002
16-03-16,105.970001
17-03-16,105.800003
18-03-16,105.919998
21-03-16,105.910004
22-03-16,106.720001
23-03-16,106.129997
24-03-16,105.669998
28-03-16,105.190002
29-03-16,107.68
30-03-16,109.559998
31-03-16,108.989998
01-04-16,109.989998
04-04-16,111.120003
05-04-16,109.809998
06-04-16,110.959999
07-04-16,108.540001
08-04-16,108.660004
11-04-16,109.019997
12-04-16,110.440002
13-04-16,112.040001
14-04-16,112.099998
15-04-16,109.849998
18-04-16,107.480003
19-04-16,106.910004
20-04-16,107.129997
21-04-16,105.970001
22-04-16,105.68
25-04-16,105.080002
26-04-16,104.349998
27-04-16,97.82
28-04-16,94.830002
29-04-16,93.739998
02-05-16,93.639999
03-05-16,95.18
04-05-16,94.190002
05-05-16,93.239998
06-05-16,92.720001
09-05-16,92.790001
10-05-16,93.419998
11-05-16,92.510002
12-05-16,90.339996
13-05-16,90.519997
16-05-16,93.879997
17-05-16,93.489998
18-05-16,94.559998
19-05-16,94.199997
20-05-16,95.220001
23-05-16,96.43
24-05-16,97.900002
25-05-16,99.620003
26-05-16,100.410004
27-05-16,100.349998
31-05-16,99.860001
01-06-16,98.459999
02-06-16,97.720001
03-06-16,97.919998
06-06-16,98.629997
07-06-16,99.029999
08-06-16,98.940002
09-06-16,99.650002
10-06-16,98.830002
13-06-16,97.339996
14-06-16,97.459999
15-06-16,97.139999
16-06-16,97.550003
17-06-16,95.330002
20-06-16,95.099998
21-06-16,95.910004
22-06-16,95.550003
23-06-16,96.099998
24-06-16,93.400002
27-06-16,92.040001
28-06-16,93.589996
29-06-16,94.400002
30-06-16,95.599998
01-07-16,95.889999
05-07-16,94.989998
06-07-16,95.529999
07-07-16,95.940002
08-07-16,96.68
11-07-16,96.980003
12-07-16,97.419998
13-07-16,96.870003
14-07-16,98.790001
15-07-16,98.779999
18-07-16,99.830002
19-07-16,99.870003
20-07-16,99.959999
21-07-16,99.43
22-07-16,98.660004
25-07-16,97.339996
26-07-16,96.669998
27-07-16,102.949997
28-07-16,104.339996
29-07-16,104.209999
01-08-16,106.050003
02-08-16,104.480003
03-08-16,105.790001
04-08-16,105.870003
05-08-16,107.480003
08-08-16,108.370003
09-08-16,108.809998
10-08-16,108
11-08-16,107.93
12-08-16,108.18
15-08-16,109.480003
16-08-16,109.379997
17-08-16,109.220001
18-08-16,109.080002
19-08-16,109.360001
22-08-16,108.510002
23-08-16,108.849998
24-08-16,108.029999
25-08-16,107.57
26-08-16,106.940002
29-08-16,106.82
30-08-16,106
31-08-16,106.099998
01-09-16,106.730003
02-09-16,107.730003
06-09-16,107.699997
07-09-16,108.360001
08-09-16,105.519997
09-09-16,103.129997
12-09-16,105.440002
13-09-16,107.949997
14-09-16,111.769997
15-09-16,115.57
16-09-16,114.919998
19-09-16,113.580002
20-09-16,113.57
21-09-16,113.550003
22-09-16,114.620003
23-09-16,112.709999
26-09-16,112.879997
27-09-16,113.089996
28-09-16,113.949997
29-09-16,112.18
30-09-16,113.050003
03-10-16,112.519997
04-10-16,113
05-10-16,113.050003
06-10-16,113.889999
07-10-16,114.059998
10-10-16,116.050003
11-10-16,116.300003
12-10-16,117.339996
13-10-16,116.980003
14-10-16,117.629997
17-10-16,117.550003
18-10-16,117.470001
19-10-16,117.120003
20-10-16,117.059998
21-10-16,116.599998
24-10-16,117.650002
25-10-16,118.25
26-10-16,115.589996
27-10-16,114.480003
28-10-16,113.720001
31-10-16,113.540001
01-11-16,111.489998
02-11-16,111.589996
03-11-16,109.830002
04-11-16,108.839996
07-11-16,110.410004
08-11-16,111.059998
09-11-16,110.879997
10-11-16,107.790001
11-11-16,108.43
14-11-16,105.709999
15-11-16,107.110001
16-11-16,109.989998
17-11-16,109.949997
18-11-16,110.059998
21-11-16,111.730003
22-11-16,111.800003
23-11-16,111.230003
25-11-16,111.790001
28-11-16,111.57
29-11-16,111.459999
30-11-16,110.519997
01-12-16,109.489998
02-12-16,109.900002
05-12-16,109.110001
06-12-16,109.949997
07-12-16,111.029999
08-12-16,112.120003
09-12-16,113.949997
12-12-16,113.300003
13-12-16,115.190002
14-12-16,115.190002
15-12-16,115.82
16-12-16,115.970001
19-12-16,116.639999
20-12-16,116.949997
21-12-16,117.059998
22-12-16,116.290001
23-12-16,116.519997
27-12-16,117.260002
28-12-16,116.760002
29-12-16,116.730003
30-12-16,115.82
03-01-17,116.150002
04-01-17,116.019997
05-01-17,116.610001
06-01-17,117.910004
09-01-17,118.989998
10-01-17,119.110001
11-01-17,119.75
12-01-17,119.25
13-01-17,119.040001
17-01-17,120
18-01-17,119.989998
19-01-17,119.779999
20-01-17,120
23-01-17,120.080002
24-01-17,119.970001
25-01-17,121.879997
26-01-17,121.940002
27-01-17,121.949997
30-01-17,121.629997
31-01-17,121.349998
01-02-17,128.75
02-02-17,128.529999
03-02-17,129.080002
06-02-17,130.289993
07-02-17,131.529999
08-02-17,132.039993
09-02-17,132.419998
10-02-17,132.119995
13-02-17,133.289993
14-02-17,135.020004
